,time,train_loss,epochs
0,1554749526.27375,5.7419538497924805,0
1,1554749739.107136,4.246006488800049,1
2,1554749952.847307,3.731036424636841,2
3,1554750165.689048,3.083033323287964,3
4,1554750377.824549,2.779857635498047,4
5,1554750589.326241,3.200453042984009,5
6,1554750799.339394,2.687051773071289,6
7,1554751011.381075,2.741190195083618,7
8,1554751224.006208,2.702396869659424,8
9,1554751436.790599,2.78349232673645,9
10,1554751647.944083,2.6261754035949707,10
11,1554751859.863599,2.6041419506073,11
12,1554752071.196123,2.229442834854126,12
13,1554752284.016869,2.4915056228637695,13
14,1554752495.001931,2.2863543033599854,14
15,1554752707.200234,2.1172397136688232,15
16,1554752919.421846,2.3142595291137695,16
17,1554753131.332059,2.0893685817718506,17
18,1554753343.561257,1.9333350658416748,18
19,1554753554.787551,2.070667028427124,19
20,1554753768.829755,2.032569169998169,20
21,1554753983.269879,1.8473173379898071,21
22,1554754194.225465,1.920559048652649,22
23,1554754408.390941,1.8118560314178467,23
24,1554754620.338344,1.7424182891845703,24
25,1554754834.315611,1.715320110321045,25
26,1554755045.87688,1.8679790496826172,26
27,1554755257.151216,1.6886378526687622,27
28,1554755468.02802,1.797629952430725,28
29,1554755678.339067,1.8667718172073364,29
30,1554755890.387759,1.6569627523422241,30
31,1554756100.94451,1.811408281326294,31
32,1554756312.724396,1.5423827171325684,32
33,1554756523.915613,1.8145787715911865,33
34,1554756735.653529,1.6216450929641724,34
35,1554756946.702754,1.6305358409881592,35
36,1554757157.744164,1.7323552370071411,36
37,1554757367.720694,1.5905095338821411,37
38,1554757578.075732,1.5974881649017334,38
39,1554757790.455665,1.7681411504745483,39
40,1554758006.094887,1.7565257549285889,40
41,1554758218.448322,1.9968767166137695,41
42,1554758432.848808,1.7927796840667725,42
43,1554758646.182007,1.5953137874603271,43
44,1554758857.493626,1.3371917009353638,44
45,1554759068.153349,1.7754931449890137,45
46,1554759283.122629,1.6428037881851196,46
47,1554759495.544366,1.5647878646850586,47
48,1554759707.88617,1.3898284435272217,48
49,1554759918.895559,1.596469521522522,49
50,1554760129.876973,1.7835081815719604,50
51,1554760339.56207,1.2738713026046753,51
52,1554760551.331975,1.6295374631881714,52
53,1554760761.487041,1.704146146774292,53
54,1554760973.394467,1.4614477157592773,54
55,1554761188.697611,1.2866634130477905,55
56,1554761404.912318,1.7731587886810303,56
57,1554761618.658861,1.5455125570297241,57
58,1554761828.38103,1.5305421352386475,58
59,1554762040.50667,1.6562187671661377,59
60,1554762254.491961,1.3687655925750732,60
61,1554762466.536859,1.0645962953567505,61
62,1554762678.589885,1.7301185131072998,62
63,1554762893.661466,1.7731479406356812,63
64,1554763106.270901,1.5460200309753418,64
65,1554763316.250757,1.9388113021850586,65
66,1554763529.737214,1.842592477798462,66
67,1554763740.785495,1.4037078619003296,67
68,1554763951.127822,1.7021604776382446,68
69,1554764163.542801,1.380052924156189,69
70,1554764375.276971,1.5082077980041504,70
71,1554764586.670195,1.571192979812622,71
72,1554764796.52781,1.4294975996017456,72
73,1554765010.139545,1.8269377946853638,73
74,1554765222.606558,1.5887051820755005,74
75,1554765435.539239,1.7051769495010376,75
76,1554765646.702157,1.3878068923950195,76
77,1554765859.666891,1.4975521564483643,77
78,1554766070.920666,1.7356810569763184,78
79,1554766283.385095,1.7820079326629639,79
80,1554766495.718735,1.4078471660614014,80
81,1554766709.657308,1.4965249300003052,81
82,1554766920.798286,1.6283586025238037,82
83,1554767133.150775,1.2558794021606445,83
84,1554767344.760232,1.4588172435760498,84
85,1554767555.351647,1.3969968557357788,85
86,1554767768.954339,1.4136924743652344,86
87,1554767981.941326,1.5946974754333496,87
88,1554768194.19926,1.4662177562713623,88
89,1554768404.556501,1.5602316856384277,89
90,1554768616.773486,1.3059545755386353,90
91,1554768828.789266,1.3657325506210327,91
92,1554769041.049355,1.3093671798706055,92
93,1554769252.071713,1.213649868965149,93
94,1554769465.569965,1.4333630800247192,94
95,1554769677.350385,1.5801355838775635,95
96,1554769890.405892,1.6277291774749756,96
97,1554770106.534072,1.2628705501556396,97
98,1554770320.307272,1.4055538177490234,98
99,1554770532.269784,1.4770934581756592,99
100,1554770743.47344,1.3271821737289429,100
101,1554770955.957626,1.7357409000396729,101
102,1554771171.5278,1.5290422439575195,102
103,1554771386.511229,1.322887897491455,103
104,1554771600.725667,1.5972741842269897,104
105,1554771819.806607,1.5513148307800293,105
106,1554772040.237936,1.2330231666564941,106
107,1554772253.321479,1.6562069654464722,107
108,1554772466.195553,1.3321871757507324,108
109,1554772678.118868,1.765026330947876,109
110,1554772889.67227,1.2646931409835815,110
111,1554773099.627497,1.2795780897140503,111
112,1554773312.180355,1.5759845972061157,112
113,1554773523.625312,1.3680063486099243,113
114,1554773737.018008,1.5318989753723145,114
115,1554773949.488376,1.4142812490463257,115
116,1554774163.693592,1.4593801498413086,116
117,1554774375.709665,1.4714832305908203,117
118,1554774590.045506,1.5594507455825806,118
119,1554774801.807932,1.3816297054290771,119
120,1554775012.97561,1.5749098062515259,120
121,1554775228.889685,1.4800437688827515,121
122,1554775441.892315,1.472927212715149,122
123,1554775654.504156,1.389748215675354,123
124,1554775866.544999,1.5497061014175415,124
125,1554776080.475974,1.1791467666625977,125
126,1554776292.866934,1.4740403890609741,126
127,1554776504.120843,1.275259256362915,127
128,1554776716.577944,1.4964405298233032,128
129,1554776929.523752,1.5335522890090942,129
130,1554777141.83872,1.4951026439666748,130
131,1554777353.470002,1.377771019935608,131
132,1554777565.540025,1.2537133693695068,132
133,1554777778.546402,1.5203402042388916,133
134,1554777989.338314,1.3090927600860596,134
135,1554778202.783121,1.5734570026397705,135
136,1554778414.331025,1.4881668090820312,136
137,1554778626.985623,1.4715256690979004,137
138,1554778843.512698,1.6481860876083374,138
139,1554779056.021382,1.4058467149734497,139
140,1554779267.882257,1.5257240533828735,140
141,1554779480.520361,1.4113402366638184,141
142,1554779692.079296,1.2825506925582886,142
143,1554779908.106428,1.3590216636657715,143
144,1554780127.001388,1.928005576133728,144
145,1554780342.897063,1.5979284048080444,145
146,1554780557.004054,1.5988883972167969,146
147,1554780771.063499,1.1812328100204468,147
148,1554780982.807505,1.5460165739059448,148
149,1554781194.026095,1.4831823110580444,149
150,1554781404.564085,1.1909584999084473,150
151,1554781617.113906,1.3581527471542358,151
152,1554781828.219542,1.6275029182434082,152
153,1554782042.071265,1.348986029624939,153
154,1554782257.058232,1.8501325845718384,154
155,1554782469.121699,1.4108600616455078,155
156,1554782680.617533,1.3638836145401,156
157,1554782891.91938,1.3791776895523071,157
158,1554783104.910069,1.9175372123718262,158
159,1554783317.086216,1.3656803369522095,159
160,1554783529.559788,1.5901705026626587,160
161,1554783741.724921,1.4692412614822388,161
162,1554783956.519141,1.534256935119629,162
163,1554784171.113583,1.4383231401443481,163
164,1554784385.482213,1.562717080116272,164
165,1554784597.394317,1.4369145631790161,165
166,1554784808.314634,1.5558418035507202,166
167,1554785021.760351,1.24164879322052,167
168,1554785233.992019,1.3708306550979614,168
169,1554785445.714618,1.3740447759628296,169
170,1554785657.113594,1.3915069103240967,170
171,1554785868.175194,1.6758220195770264,171
172,1554786082.084121,1.524657130241394,172
173,1554786299.287542,1.457378625869751,173
174,1554786512.122562,1.7269701957702637,174
175,1554786726.002239,1.3649463653564453,175
176,1554786937.586023,1.2608036994934082,176
177,1554787148.907507,1.6586288213729858,177
178,1554787362.937419,1.3614416122436523,178
179,1554787576.087242,1.4400510787963867,179
180,1554787788.020379,1.3850947618484497,180
181,1554788000.622044,1.26683509349823,181
182,1554788216.657377,1.7197411060333252,182
183,1554788429.748296,1.6049778461456299,183
184,1554788646.494467,1.2849854230880737,184
185,1554788858.410037,1.3215041160583496,185
186,1554789071.457863,1.561901330947876,186
187,1554789284.406294,1.1914887428283691,187
188,1554789497.728332,1.2537643909454346,188
189,1554789710.134989,1.5820108652114868,189
190,1554789922.895784,1.4306048154830933,190
191,1554790135.183066,1.562136173248291,191
192,1554790345.746685,1.3037710189819336,192
193,1554790556.712332,1.4608871936798096,193
194,1554790767.820773,1.8029621839523315,194
195,1554790979.505964,1.7178142070770264,195
196,1554791192.984525,1.1997416019439697,196
197,1554791403.854857,1.4614346027374268,197
198,1554791614.420605,1.424433708190918,198
199,1554791826.071293,1.3152275085449219,199
200,1554792038.342028,1.2037373781204224,200
201,1554792247.939305,1.325936198234558,201
202,1554792461.203158,1.1149909496307373,202
203,1554792673.522313,1.2733289003372192,203
204,1554792886.910296,1.2696993350982666,204
205,1554793097.925596,1.2651187181472778,205
206,1554793309.481116,1.3246512413024902,206
207,1554793519.844081,1.2892553806304932,207
208,1554793731.03855,1.4405497312545776,208
209,1554793940.796466,1.3095861673355103,209
210,1554794152.143361,1.4964869022369385,210
211,1554794362.485496,1.5275486707687378,211
212,1554794577.780542,1.3361659049987793,212
213,1554794790.456623,1.3660914897918701,213
214,1554795002.831653,1.2965208292007446,214
215,1554795215.388179,1.312231421470642,215
216,1554795428.668721,1.5067942142486572,216
217,1554795638.852391,1.3217582702636719,217
218,1554795850.128208,1.4307527542114258,218
219,1554796063.906092,1.5069926977157593,219
220,1554796277.827525,1.4342955350875854,220
221,1554796490.138061,1.4665526151657104,221
222,1554796703.212835,1.5229285955429077,222
223,1554796916.251083,1.6325815916061401,223
224,1554797131.523256,1.105287790298462,224
225,1554797345.238746,1.3880478143692017,225
226,1554797557.755741,1.7188951969146729,226
227,1554797772.666543,1.5016093254089355,227
228,1554797985.157796,1.1681619882583618,228
229,1554798196.512907,1.2944995164871216,229
230,1554798409.118531,1.5623053312301636,230
231,1554798626.775117,1.2830746173858643,231
232,1554798843.922197,1.732704758644104,232
233,1554799063.324876,1.502905249595642,233
234,1554799277.159168,1.367460012435913,234
235,1554799491.466373,1.5506247282028198,235
236,1554799704.221786,1.5278550386428833,236
237,1554799921.684184,1.4056743383407593,237
238,1554800152.204049,1.2695649862289429,238
239,1554800375.675006,1.2479952573776245,239
240,1554800594.847243,1.2900811433792114,240
241,1554800821.992416,1.4761440753936768,241
242,1554801040.165472,1.5676871538162231,242
243,1554801264.874026,1.3381521701812744,243
244,1554801491.708985,1.5930073261260986,244
245,1554801721.30513,1.4024200439453125,245
246,1554801939.722185,1.3908541202545166,246
247,1554802185.649334,1.6314778327941895,247
248,1554802410.007249,1.6315261125564575,248
249,1554802628.851324,1.1728001832962036,249
250,1554802861.981072,1.3569753170013428,250
251,1554803095.695967,1.4141316413879395,251
252,1554803317.711648,1.6030304431915283,252
253,1554803550.796247,1.4026732444763184,253
254,1554803777.008356,1.3298527002334595,254
255,1554804002.557852,1.6984634399414062,255
256,1554804229.750874,1.6360232830047607,256
257,1554804447.910403,1.4588379859924316,257
258,1554804681.069653,1.3223059177398682,258
259,1554804898.224935,1.3625824451446533,259
260,1554805119.967278,1.323000431060791,260
261,1554805341.632611,1.2802895307540894,261
262,1554805567.396526,1.4623258113861084,262
263,1554805801.901698,1.3309510946273804,263
264,1554806020.454668,1.1756134033203125,264
265,1554806239.581486,1.388243556022644,265
266,1554806457.596229,1.4585567712783813,266
267,1554806676.995993,1.3355190753936768,267
268,1554806939.923043,1.3459572792053223,268
269,1554807238.318956,1.3637624979019165,269
270,1554807534.34805,1.2971327304840088,270
271,1554807822.065934,1.2364102602005005,271
272,1554808117.798566,1.2514830827713013,272
273,1554808393.177466,1.2744168043136597,273
274,1554808663.141566,1.309251070022583,274
275,1554808972.563418,1.4098914861679077,275
276,1554809283.404014,1.4910982847213745,276
277,1554809593.284472,1.2762659788131714,277
278,1554809890.201509,1.2369296550750732,278
279,1554810199.426614,1.4061497449874878,279
280,1554810512.572894,1.3066524267196655,280
281,1554810824.788056,1.4488619565963745,281
282,1554811125.80995,1.2328734397888184,282
283,1554811379.331813,1.0942621231079102,283
284,1554811684.962994,1.247890591621399,284
285,1554812003.400348,1.4295710325241089,285
286,1554812320.629636,1.2579143047332764,286
287,1554812640.566392,1.3701250553131104,287
288,1554812918.990202,1.5081524848937988,288
289,1554813235.586179,1.5185319185256958,289
290,1554813551.18529,1.4804519414901733,290
291,1554813862.532815,1.548488736152649,291
292,1554814136.606293,1.2101284265518188,292
293,1554814452.886322,1.5113105773925781,293
294,1554814768.038027,1.1758736371994019,294
295,1554815089.398911,1.2536804676055908,295
296,1554815392.276877,1.4554417133331299,296
297,1554815710.669376,1.4797406196594238,297
298,1554816027.161866,1.2503409385681152,298
299,1554816341.270045,1.7236024141311646,299
300,1554816645.234966,1.280259132385254,300
301,1554816933.230081,1.4093337059020996,301
302,1554817252.53069,1.1997379064559937,302
303,1554817566.721308,1.1698511838912964,303
304,1554817885.020305,1.3009785413742065,304
305,1554818172.754475,1.3823840618133545,305
306,1554818486.989822,1.320068359375,306
307,1554818795.044784,1.3972313404083252,307
308,1554819107.828854,1.6388083696365356,308
309,1554819415.941281,1.4355195760726929,309
310,1554819738.9511,1.2921459674835205,310
311,1554820057.534774,1.5155737400054932,311
312,1554820375.290202,1.3417741060256958,312
313,1554820685.875718,1.1547269821166992,313
314,1554820966.270732,1.3121259212493896,314
315,1554821210.476872,1.4883700609207153,315
316,1554821422.513575,1.1600737571716309,316
317,1554821635.050735,1.4705989360809326,317
318,1554821848.122048,1.110795021057129,318
319,1554822060.185219,1.2981369495391846,319
320,1554822271.803574,1.5700572729110718,320
321,1554822484.603038,1.2175002098083496,321
322,1554822696.503239,1.40165376663208,322
323,1554822908.885843,1.4277421236038208,323
324,1554823121.412975,1.3679242134094238,324
325,1554823332.355649,1.8898732662200928,325
326,1554823545.014109,1.1777255535125732,326
327,1554823757.306936,1.6175020933151245,327
328,1554823969.849634,1.4371070861816406,328
329,1554824182.563084,1.3073536157608032,329
330,1554824394.655121,1.4171416759490967,330
331,1554824606.134623,1.7423784732818604,331
332,1554824818.029412,1.4443718194961548,332
333,1554825031.737013,1.5196034908294678,333
334,1554825244.171804,1.4210598468780518,334
335,1554825456.557292,1.1832098960876465,335
336,1554825668.509948,1.2662415504455566,336
337,1554825883.185129,1.5210551023483276,337
338,1554826095.8036,1.3609238862991333,338
339,1554826309.068195,1.6196569204330444,339
340,1554826520.648736,1.4435956478118896,340
341,1554826730.51093,1.3497940301895142,341
342,1554826942.929164,1.3706443309783936,342
343,1554827154.506222,1.3229683637619019,343
344,1554827367.008152,1.3239963054656982,344
345,1554827579.163363,1.3177998065948486,345
346,1554827793.39212,1.504602313041687,346
347,1554828006.852148,1.2430275678634644,347
348,1554828221.043324,1.259900450706482,348
349,1554828434.758642,1.1693227291107178,349
350,1554828648.059012,1.5475367307662964,350
351,1554828860.992266,1.4748064279556274,351
352,1554829074.581425,1.033076524734497,352
353,1554829296.00036,1.2614351511001587,353
354,1554829514.437347,1.4156473875045776,354
355,1554829738.817654,1.7947911024093628,355
356,1554829960.456063,1.2083803415298462,356
357,1554830173.345604,1.4365555047988892,357
358,1554830385.869109,1.6895792484283447,358
359,1554830598.33131,1.5381935834884644,359
360,1554830808.990224,1.2142213582992554,360
361,1554831020.393339,1.2923109531402588,361
362,1554831232.718364,1.4383176565170288,362
363,1554831446.748696,1.183200716972351,363
364,1554831657.524425,1.368998646736145,364
365,1554831869.933722,1.3592486381530762,365
366,1554832082.677826,1.3017691373825073,366
367,1554832294.378673,1.4624335765838623,367
368,1554832506.200234,1.3651503324508667,368
369,1554832716.409068,1.1815252304077148,369
370,1554832928.830561,1.599206805229187,370
371,1554833143.27237,1.5869899988174438,371
372,1554833357.170183,1.2345762252807617,372
373,1554833569.281462,1.666016697883606,373
374,1554833782.463464,1.3518381118774414,374
375,1554833995.540618,1.6146838665008545,375
376,1554834210.125625,1.3462845087051392,376
377,1554834421.440536,1.5862258672714233,377
378,1554834631.623496,1.4201737642288208,378
379,1554834845.187049,1.3686912059783936,379
380,1554835058.495504,1.5801454782485962,380
381,1554835272.777325,1.3048654794692993,381
382,1554835486.779569,1.623740315437317,382
383,1554835698.51887,1.149119257926941,383
384,1554835911.926284,1.485507845878601,384
385,1554836124.478178,1.0479141473770142,385
386,1554836336.807082,1.4103277921676636,386
387,1554836546.903065,1.5232294797897339,387
388,1554836759.687456,1.2732056379318237,388
389,1554836971.088827,1.689967393875122,389
390,1554837182.648923,1.4059662818908691,390
391,1554837394.761901,1.5957900285720825,391
392,1554837604.402837,1.5262446403503418,392
393,1554837813.926047,1.300427794456482,393
394,1554838026.588303,1.3085780143737793,394
395,1554838240.344109,1.4441990852355957,395
396,1554838453.114587,1.4458688497543335,396
397,1554838665.593716,1.473483920097351,397
398,1554838877.090405,1.5411101579666138,398
399,1554839090.177034,1.7764133214950562,399
